epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,22144.5,0.35596,0.16108,0.00087,0.99699,0.99515,0.99463,0.97453,0.28064,0.09354,0.00081,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,22313.6,0.35409,0.15977,0.00086,0.99697,0.99521,0.99463,0.97461,0.28058,0.0934,0.00081,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,22483,0.35167,0.15848,0.00086,0.99725,0.99516,0.99463,0.9746,0.28031,0.09334,0.00081,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,22652.2,0.35023,0.15782,0.00085,0.99724,0.99506,0.99463,0.97459,0.28018,0.09342,0.00081,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,22823,0.3479,0.15626,0.00085,0.99725,0.99485,0.99463,0.97463,0.2802,0.09327,0.00081,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,22993.8,0.3483,0.15586,0.00085,0.9974,0.99493,0.99463,0.97465,0.28018,0.09347,0.00081,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,23163,0.34535,0.15407,0.00084,0.99761,0.99522,0.99462,0.97465,0.28007,0.09335,0.00081,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,23332.1,0.3452,0.1531,0.00084,0.99744,0.99516,0.99462,0.97474,0.2802,0.09322,0.00081,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,23501.3,0.34604,0.15402,0.00084,0.99705,0.99526,0.99462,0.9747,0.28002,0.09321,0.00081,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,23670.9,0.34315,0.15377,0.00084,0.997,0.99548,0.99464,0.97474,0.28006,0.09309,0.00081,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,23840.2,0.34309,0.15175,0.00083,0.99697,0.99509,0.99463,0.97489,0.27988,0.09341,0.00081,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,24008.7,0.34007,0.15044,0.00083,0.99711,0.99561,0.99464,0.97473,0.27994,0.09304,0.00081,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,24177.4,0.33934,0.15195,0.00082,0.99675,0.99563,0.99465,0.97464,0.27987,0.09317,0.00081,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,24346.2,0.33826,0.15079,0.00082,0.99671,0.99532,0.99465,0.97479,0.27988,0.09329,0.00081,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,24514.9,0.33757,0.1525,0.00083,0.99694,0.99506,0.99465,0.97484,0.28008,0.09313,0.00081,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,24683.4,0.3364,0.15077,0.00081,0.99689,0.99526,0.99465,0.97492,0.27994,0.09319,0.00081,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,24853.8,0.33325,0.14922,0.00082,0.99702,0.99534,0.99466,0.97484,0.27982,0.09286,0.00081,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,25023.5,0.33282,0.1513,0.00081,0.99726,0.99527,0.99467,0.97497,0.2798,0.09282,0.00081,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,25192.1,0.33241,0.14824,0.00081,0.9971,0.99554,0.99467,0.97488,0.27964,0.09286,0.00081,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,25360.6,0.33165,0.14878,0.0008,0.99679,0.99568,0.99468,0.97509,0.27954,0.0928,0.00081,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,25529.3,0.33123,0.14748,0.00081,0.99676,0.99547,0.99467,0.97503,0.27969,0.0928,0.00081,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,25698.3,0.33336,0.14986,0.00081,0.99696,0.99592,0.99468,0.97501,0.27971,0.09246,0.00081,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,25866.9,0.32618,0.1475,0.0008,0.99708,0.99607,0.99468,0.97498,0.27966,0.09284,0.00081,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,26035.4,0.32594,0.14791,0.0008,0.99683,0.99586,0.99467,0.97503,0.27948,0.09287,0.00081,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,26204.1,0.32436,0.1449,0.00079,0.99703,0.99597,0.99466,0.9751,0.27948,0.09276,0.00081,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,26372.9,0.32233,0.14451,0.00079,0.99735,0.99575,0.99466,0.97499,0.27955,0.09284,0.00081,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,26541.3,0.3222,0.14322,0.00078,0.9972,0.99569,0.99464,0.97484,0.27956,0.09299,0.00081,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,26711.1,0.32085,0.1442,0.00078,0.99698,0.99577,0.99463,0.97479,0.27953,0.09309,0.00081,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,26880.5,0.31895,0.1412,0.00077,0.99729,0.99606,0.99464,0.97482,0.27952,0.0924,0.00081,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,27049.3,0.32021,0.15064,0.00078,0.99729,0.99596,0.99463,0.97487,0.2796,0.09226,0.00081,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,27218.1,0.31607,0.14476,0.00077,0.99753,0.99586,0.99467,0.97485,0.27966,0.0923,0.00081,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,27386.5,0.31578,0.14252,0.00077,0.99678,0.99623,0.99467,0.9748,0.27965,0.09319,0.00081,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,27555.2,0.31275,0.13929,0.00076,0.99684,0.99618,0.99465,0.97489,0.27941,0.09285,0.00081,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,27723.6,0.31227,0.13854,0.00076,0.99704,0.99617,0.99465,0.97488,0.27934,0.09258,0.00081,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,27892.3,0.30856,0.13865,0.00075,0.99732,0.99615,0.99468,0.97492,0.27941,0.09256,0.00081,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,28060.9,0.30954,0.13797,0.00075,0.99709,0.9959,0.99469,0.97479,0.27956,0.09269,0.00081,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,28229.8,0.30725,0.13613,0.00074,0.99691,0.99617,0.99465,0.97483,0.27963,0.09338,0.00081,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,28400.3,0.30753,0.13457,0.00075,0.99736,0.99602,0.99466,0.97482,0.27975,0.0927,0.00081,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,28568.9,0.30611,0.13495,0.00075,0.99731,0.9962,0.99464,0.97478,0.27986,0.09259,0.00081,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,28740.1,0.30179,0.13256,0.00073,0.99768,0.99599,0.99465,0.97474,0.27977,0.09208,0.00081,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,28908.8,0.30194,0.13376,0.00073,0.99708,0.99598,0.99465,0.9748,0.27973,0.09236,0.00081,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,29077.6,0.29938,0.132,0.00073,0.99741,0.99624,0.99465,0.97483,0.27955,0.09192,0.00081,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,29246.3,0.29783,0.13374,0.00073,0.99793,0.99613,0.99465,0.97483,0.27952,0.09194,0.00081,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,29415.1,0.29818,0.13135,0.00072,0.99747,0.99612,0.99466,0.97491,0.27944,0.09218,0.00081,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,29583.8,0.2971,0.12951,0.00072,0.9976,0.99603,0.99467,0.97483,0.27945,0.09229,0.00081,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,29752.4,0.29554,0.13362,0.00072,0.99769,0.99623,0.99467,0.97489,0.27933,0.09215,0.00081,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,29920.9,0.29427,0.12911,0.00071,0.99747,0.99627,0.99466,0.97497,0.27942,0.09203,0.00081,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,30089.4,0.29216,0.12982,0.00071,0.99747,0.99627,0.99465,0.97497,0.27932,0.09213,0.00081,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,30258.3,0.28969,0.12706,0.00071,0.99758,0.99627,0.99466,0.97507,0.27918,0.09186,0.00081,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,30427.2,0.28929,0.12646,0.0007,0.99745,0.99633,0.99465,0.97505,0.27942,0.09208,0.00081,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,30597.6,0.28698,0.12675,0.0007,0.99739,0.99623,0.99465,0.97498,0.27953,0.09228,0.00081,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,30766,0.28844,0.12828,0.0007,0.99744,0.99613,0.99465,0.97505,0.27947,0.09283,0.00081,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,30934.7,0.28466,0.12394,0.00069,0.99747,0.99633,0.99466,0.97498,0.27967,0.09262,0.00081,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,31103.3,0.28367,0.12359,0.00069,0.99715,0.99638,0.99465,0.97505,0.27966,0.09279,0.00081,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,31273,0.28202,0.12459,0.00069,0.99758,0.99661,0.99466,0.97501,0.27969,0.09241,0.00081,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,31442.2,0.2803,0.12209,0.00068,0.99749,0.99619,0.99465,0.97502,0.27976,0.09278,0.00081,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,31611.2,0.27977,0.12311,0.00068,0.99742,0.99661,0.99467,0.97503,0.27992,0.09203,0.00081,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,31780.3,0.27841,0.12122,0.00068,0.99755,0.99649,0.99466,0.97504,0.28004,0.09206,0.00081,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,31949.4,0.2749,0.11976,0.00067,0.99753,0.99686,0.99465,0.97508,0.28014,0.09179,0.00081,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,32118.2,0.27696,0.12088,0.00067,0.9976,0.99666,0.99464,0.97495,0.2803,0.09207,0.00081,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,32286.8,0.27353,0.11854,0.00066,0.99742,0.99675,0.99464,0.97488,0.28067,0.0922,0.00081,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,32458.4,0.24102,0.0791,0.00073,0.99765,0.99661,0.99463,0.97477,0.28071,0.09232,0.00081,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,32627.4,0.23936,0.07832,0.00072,0.99751,0.9966,0.99465,0.97483,0.28084,0.0928,0.00081,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,32796.3,0.2377,0.07756,0.00072,0.99758,0.99641,0.99465,0.97468,0.28097,0.09293,0.00081,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,32965.4,0.23549,0.07652,0.00071,0.99766,0.9964,0.99466,0.97468,0.28121,0.09271,0.00081,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,33134.1,0.23455,0.07614,0.00071,0.99783,0.99611,0.99468,0.97455,0.28161,0.09296,0.00081,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,33303.1,0.2337,0.07574,0.0007,0.99747,0.99639,0.99469,0.97456,0.28172,0.09289,0.00082,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,33473.1,0.23224,0.07553,0.0007,0.99817,0.99608,0.99468,0.9744,0.28211,0.09278,0.00082,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,33643.1,0.23004,0.07452,0.0007,0.99783,0.99609,0.99464,0.97434,0.28239,0.09325,0.00082,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,33811.8,0.22939,0.0743,0.00069,0.99808,0.99613,0.99464,0.97432,0.28236,0.09311,0.00082,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,33980.5,0.22782,0.07428,0.00069,0.99779,0.99595,0.99465,0.97444,0.28239,0.09329,0.00082,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
